UF;MUNICIPIO;TIPO VEICULO;QUANTIDADE
AL;BARRA DE SAO MIGUEL;CAMINHONETE;150
AL;BARRA DE SAO MIGUEL;CAMIONETA;73
AL;BARRA DE SAO MIGUEL;CHASSI PLATAF;0
AL;BARRA DE SAO MIGUEL;CICLOMOTOR;233
AL;BARRA DE SAO MIGUEL;MICRO-ONIBUS;5
AL;BARRA DE SAO MIGUEL;MOTOCICLETA;705
AL;BARRA DE SAO MIGUEL;MOTONETA;59
AL;BARRA DE SAO MIGUEL;ONIBUS;19
AL;BARRA DE SAO MIGUEL;QUADRICICLO;0
AL;BARRA DE SAO MIGUEL;REBOQUE;67
AL;BARRA DE SAO MIGUEL;SEMI-REBOQUE;12
AL;BARRA DE SAO MIGUEL;SIDE-CAR;0
AL;BARRA DE SAO MIGUEL;OUTROS;8
AL;BARRA DE SAO MIGUEL;TRATOR ESTEI;0
AL;BARRA DE SAO MIGUEL;TRATOR RODAS;0
AL;BARRA DE SAO MIGUEL;TRICICLO;2
AL;BARRA DE SAO MIGUEL;UTILITARIO;31
AL;BATALHA;AUTOMOVEL;1389
AL;BATALHA;BONDE;0
AL;BATALHA;CAMINHAO;155
AL;BATALHA;CAMINHAO TRATOR;11
AL;BATALHA;CAMINHONETE;307
AL;BATALHA;CAMIONETA;41
AL;BATALHA;CHASSI PLATAF;0
AL;BATALHA;CICLOMOTOR;0
AL;BATALHA;MICRO-ONIBUS;48
AL;BATALHA;MOTOCICLETA;2041
AL;BATALHA;MOTONETA;289
AL;BATALHA;ONIBUS;22
AL;BATALHA;QUADRICICLO;0
AL;BATALHA;REBOQUE;76
AL;BATALHA;SEMI-REBOQUE;17
AL;BATALHA;SIDE-CAR;0
AL;BATALHA;OUTROS;4
AL;BATALHA;TRATOR ESTEI;0
AL;BATALHA;TRATOR RODAS;0
AL;BATALHA;TRICICLO;1
AL;BATALHA;UTILITARIO;18
AL;BELEM;AUTOMOVEL;370
AL;BELEM;BONDE;0
AL;BELEM;CAMINHAO;16
AL;BELEM;CAMINHAO TRATOR;0
AL;BELEM;CAMINHONETE;74
AL;BELEM;CAMIONETA;20
AL;BELEM;CHASSI PLATAF;0
AL;BELEM;CICLOMOTOR;1
AL;BELEM;MICRO-ONIBUS;22
AL;BELEM;MOTOCICLETA;741
AL;BELEM;MOTONETA;32
AL;BELEM;ONIBUS;8
AL;BELEM;QUADRICICLO;0
AL;BELEM;REBOQUE;34
AL;BELEM;SEMI-REBOQUE;5
AL;BELEM;SIDE-CAR;0
AL;BELEM;OUTROS;3
AL;BELEM;TRATOR ESTEI;0
AL;BELEM;TRATOR RODAS;0
AL;BELEM;TRICICLO;0
AL;BELEM;UTILITARIO;1
AL;BELO MONTE;AUTOMOVEL;210
AL;BELO MONTE;BONDE;0
AL;BELO MONTE;CAMINHAO;38
AL;BELO MONTE;CAMINHAO TRATOR;3
AL;BELO MONTE;CAMINHONETE;77
AL;BELO MONTE;CAMIONETA;7
AL;BELO MONTE;CHASSI PLATAF;0
AL;BELO MONTE;CICLOMOTOR;0
AL;BELO MONTE;MICRO-ONIBUS;20
AL;BELO MONTE;MOTOCICLETA;517
AL;BELO MONTE;MOTONETA;16
AL;BELO MONTE;ONIBUS;8
AL;BELO MONTE;QUADRICICLO;0
AL;BELO MONTE;REBOQUE;3
AL;BELO MONTE;SEMI-REBOQUE;5
AL;BELO MONTE;SIDE-CAR;0
AL;BELO MONTE;OUTROS;0
AL;BELO MONTE;TRATOR ESTEI;0
AL;BELO MONTE;TRATOR RODAS;0
AL;BELO MONTE;TRICICLO;0
AL;BELO MONTE;UTILITARIO;2
AL;BOCA DA MATA;AUTOMOVEL;2053
AL;BOCA DA MATA;BONDE;0
AL;BOCA DA MATA;CAMINHAO;205
AL;BOCA DA MATA;CAMINHAO TRATOR;30
AL;BOCA DA MATA;CAMINHONETE;294
AL;BOCA DA MATA;CAMIONETA;102
AL;BOCA DA MATA;CHASSI PLATAF;0
AL;BOCA DA MATA;CICLOMOTOR;5
AL;BOCA DA MATA;MICRO-ONIBUS;84
AL;BOCA DA MATA;MOTOCICLETA;2455
AL;BOCA DA MATA;MOTONETA;582
AL;BOCA DA MATA;ONIBUS;108
AL;BOCA DA MATA;QUADRICICLO;0
AL;BOCA DA MATA;REBOQUE;153
AL;BOCA DA MATA;SEMI-REBOQUE;74
AL;BOCA DA MATA;SIDE-CAR;0
AL;BOCA DA MATA;OUTROS;28
AL;BOCA DA MATA;TRATOR ESTEI;0
AL;BOCA DA MATA;TRATOR RODAS;1
AL;BOCA DA MATA;TRICICLO;2
AL;BOCA DA MATA;UTILITARIO;15
AL;BRANQUINHA;AUTOMOVEL;499
AL;BRANQUINHA;BONDE;0
AL;BRANQUINHA;CAMINHAO;32
AL;BRANQUINHA;CAMINHAO TRATOR;0
AL;BRANQUINHA;CAMINHONETE;98
AL;BRANQUINHA;CAMIONETA;21
AL;BRANQUINHA;CHASSI PLATAF;0
AL;BRANQUINHA;CICLOMOTOR;15
AL;BRANQUINHA;MICRO-ONIBUS;22
AL;BRANQUINHA;MOTOCICLETA;876
AL;BRANQUINHA;MOTONETA;34
AL;BRANQUINHA;ONIBUS;24
AL;BRANQUINHA;QUADRICICLO;0
AL;BRANQUINHA;REBOQUE;21
AL;BRANQUINHA;SEMI-REBOQUE;5
AL;BRANQUINHA;SIDE-CAR;0
AL;BRANQUINHA;OUTROS;10
AL;BRANQUINHA;TRATOR ESTEI;0
AL;BRANQUINHA;TRATOR RODAS;0
AL;BRANQUINHA;TRICICLO;0
AL;BRANQUINHA;UTILITARIO;0
AL;CACIMBINHAS;AUTOMOVEL;703
AL;CACIMBINHAS;BONDE;0
AL;CACIMBINHAS;CAMINHAO;99
AL;CACIMBINHAS;CAMINHAO TRATOR;2
AL;CACIMBINHAS;CAMINHONETE;152
AL;CACIMBINHAS;CAMIONETA;28
AL;CACIMBINHAS;CHASSI PLATAF;0
AL;CACIMBINHAS;CICLOMOTOR;5
AL;CACIMBINHAS;MICRO-ONIBUS;39
AL;CACIMBINHAS;MOTOCICLETA;1284
AL;CACIMBINHAS;MOTONETA;71
AL;CACIMBINHAS;ONIBUS;15
AL;CACIMBINHAS;QUADRICICLO;0
AL;CACIMBINHAS;REBOQUE;38
AL;CACIMBINHAS;SEMI-REBOQUE;12
AL;CACIMBINHAS;SIDE-CAR;0
AL;CACIMBINHAS;OUTROS;7
AL;CACIMBINHAS;TRATOR ESTEI;0
AL;CACIMBINHAS;TRATOR RODAS;0
AL;CACIMBINHAS;TRICICLO;0
AL;CACIMBINHAS;UTILITARIO;8
AL;CAJUEIRO;AUTOMOVEL;1168
AL;CAJUEIRO;BONDE;0
AL;CAJUEIRO;CAMINHAO;92
AL;CAJUEIRO;CAMINHAO TRATOR;3
AL;CAJUEIRO;CAMINHONETE;135
AL;CAJUEIRO;CAMIONETA;69
AL;CAJUEIRO;CHASSI PLATAF;0
AL;CAJUEIRO;CICLOMOTOR;11
AL;CAJUEIRO;MICRO-ONIBUS;12
AL;CAJUEIRO;MOTOCICLETA;1456
AL;CAJUEIRO;MOTONETA;188
AL;CAJUEIRO;ONIBUS;51
AL;CAJUEIRO;QUADRICICLO;0
AL;CAJUEIRO;REBOQUE;92
AL;CAJUEIRO;SEMI-REBOQUE;20
AL;CAJUEIRO;SIDE-CAR;0
AL;CAJUEIRO;OUTROS;22
AL;CAJUEIRO;TRATOR ESTEI;0
AL;CAJUEIRO;TRATOR RODAS;0
AL;CAJUEIRO;TRICICLO;1
AL;CAJUEIRO;UTILITARIO;7
AL;CAMPESTRE;AUTOMOVEL;336
AL;CAMPESTRE;BONDE;0
AL;CAMPESTRE;CAMINHAO;43
AL;CAMPESTRE;CAMINHAO TRATOR;2
AL;CAMPESTRE;CAMINHONETE;65
AL;CAMPESTRE;CAMIONETA;37
AL;CAMPESTRE;CHASSI PLATAF;0
AL;CAMPESTRE;CICLOMOTOR;0
AL;CAMPESTRE;MICRO-ONIBUS;47
AL;CAMPESTRE;MOTOCICLETA;174
AL;CAMPESTRE;MOTONETA;20
AL;CAMPESTRE;ONIBUS;11
AL;CAMPESTRE;QUADRICICLO;0
AL;CAMPESTRE;REBOQUE;20
AL;CAMPESTRE;SEMI-REBOQUE;2
AL;CAMPESTRE;SIDE-CAR;0
AL;CAMPESTRE;OUTROS;0
AL;CAMPESTRE;TRATOR ESTEI;0
AL;CAMPESTRE;TRATOR RODAS;0
AL;CAMPESTRE;TRICICLO;1
AL;CAMPESTRE;UTILITARIO;3
AL;CAMPO ALEGRE;AUTOMOVEL;2189
AL;CAMPO ALEGRE;BONDE;0
AL;CAMPO ALEGRE;CAMINHAO;143
AL;CAMPO ALEGRE;CAMINHAO TRATOR;49
AL;CAMPO ALEGRE;CAMINHONETE;327
AL;CAMPO ALEGRE;CAMIONETA;96
AL;CAMPO ALEGRE;CHASSI PLATAF;2
AL;CAMPO ALEGRE;CICLOMOTOR;23
AL;CAMPO ALEGRE;MICRO-ONIBUS;119
AL;CAMPO ALEGRE;MOTOCICLETA;1920
AL;CAMPO ALEGRE;MOTONETA;499
AL;CAMPO ALEGRE;ONIBUS;161
AL;CAMPO ALEGRE;QUADRICICLO;0
AL;CAMPO ALEGRE;REBOQUE;168
AL;CAMPO ALEGRE;SEMI-REBOQUE;108
AL;CAMPO ALEGRE;SIDE-CAR;0
AL;CAMPO ALEGRE;OUTROS;20
AL;CAMPO ALEGRE;TRATOR ESTEI;0
AL;CAMPO ALEGRE;TRATOR RODAS;0
AL;CAMPO ALEGRE;TRICICLO;1
AL;CAMPO ALEGRE;UTILITARIO;17
AL;CAMPO GRANDE;AUTOMOVEL;622
AL;CAMPO GRANDE;BONDE;0
AL;CAMPO GRANDE;CAMINHAO;47
AL;CAMPO GRANDE;CAMINHAO TRATOR;0
AL;CAMPO GRANDE;CAMINHONETE;145
AL;CAMPO GRANDE;CAMIONETA;21
AL;CAMPO GRANDE;CHASSI PLATAF;0
AL;CAMPO GRANDE;CICLOMOTOR;1
AL;CAMPO GRANDE;MICRO-ONIBUS;17
AL;CAMPO GRANDE;MOTOCICLETA;1790
AL;CAMPO GRANDE;MOTONETA;112
AL;CAMPO GRANDE;ONIBUS;21
AL;CAMPO GRANDE;QUADRICICLO;0
AL;CAMPO GRANDE;REBOQUE;10
AL;CAMPO GRANDE;SEMI-REBOQUE;4
AL;CAMPO GRANDE;SIDE-CAR;0
AL;CAMPO GRANDE;OUTROS;3
AL;CAMPO GRANDE;TRATOR ESTEI;0
AL;CAMPO GRANDE;TRATOR RODAS;0
AL;CAMPO GRANDE;TRICICLO;0
AL;CAMPO GRANDE;UTILITARIO;7
AL;CANAPI;AUTOMOVEL;870
AL;CANAPI;BONDE;0
AL;CANAPI;CAMINHAO;93
AL;CANAPI;CAMINHAO TRATOR;2
AL;CANAPI;CAMINHONETE;279
AL;CANAPI;CAMIONETA;24
AL;CANAPI;CHASSI PLATAF;0
AL;CANAPI;CICLOMOTOR;5
AL;CANAPI;MICRO-ONIBUS;101
AL;CANAPI;MOTOCICLETA;1690
AL;CANAPI;MOTONETA;95
AL;CANAPI;ONIBUS;28
AL;CANAPI;QUADRICICLO;0
AL;CANAPI;REBOQUE;34
AL;CANAPI;SEMI-REBOQUE;7
AL;CANAPI;SIDE-CAR;0
AL;CANAPI;OUTROS;11
AL;CANAPI;TRATOR ESTEI;0
AL;CANAPI;TRATOR RODAS;0
AL;CANAPI;TRICICLO;1
AL;CANAPI;UTILITARIO;8
AL;CAPELA;AUTOMOVEL;916
AL;CAPELA;BONDE;0
AL;CAPELA;CAMINHAO;71
AL;CAPELA;CAMINHAO TRATOR;4
AL;CAPELA;CAMINHONETE;127
AL;CAPELA;CAMIONETA;57
AL;CAPELA;CHASSI PLATAF;0
AL;CAPELA;CICLOMOTOR;18
AL;CAPELA;MICRO-ONIBUS;4
AL;CAPELA;MOTOCICLETA;915
AL;CAPELA;MOTONETA;72
AL;CAPELA;ONIBUS;73
AL;CAPELA;QUADRICICLO;0
AL;CAPELA;REBOQUE;60
AL;CAPELA;SEMI-REBOQUE;23
AL;CAPELA;SIDE-CAR;0
AL;CAPELA;OUTROS;18
AL;CAPELA;TRATOR ESTEI;0
AL;CAPELA;TRATOR RODAS;0
AL;CAPELA;TRICICLO;0
AL;CAPELA;UTILITARIO;4
AL;CARNEIROS;AUTOMOVEL;404
AL;CARNEIROS;BONDE;0
AL;CARNEIROS;CAMINHAO;35
AL;CARNEIROS;CAMINHAO TRATOR;3
AL;CARNEIROS;CAMINHONETE;97
AL;CARNEIROS;CAMIONETA;12
AL;CARNEIROS;CHASSI PLATAF;0
AL;CARNEIROS;CICLOMOTOR;0
AL;CARNEIROS;MICRO-ONIBUS;18
AL;CARNEIROS;MOTOCICLETA;788
AL;CARNEIROS;MOTONETA;28
AL;CARNEIROS;ONIBUS;10
AL;CARNEIROS;QUADRICICLO;0
AL;CARNEIROS;REBOQUE;19
AL;CARNEIROS;SEMI-REBOQUE;7
AL;CARNEIROS;SIDE-CAR;0
AL;CARNEIROS;OUTROS;5
AL;CARNEIROS;TRATOR ESTEI;0
AL;CARNEIROS;TRATOR RODAS;0
AL;CARNEIROS;TRICICLO;0
AL;CARNEIROS;UTILITARIO;8
AL;CHA PRETA;AUTOMOVEL;357
AL;CHA PRETA;BONDE;0
AL;CHA PRETA;CAMINHAO;37
AL;CHA PRETA;CAMINHAO TRATOR;2
AL;CHA PRETA;CAMINHONETE;119
AL;CHA PRETA;CAMIONETA;19
AL;CHA PRETA;CHASSI PLATAF;0
AL;CHA PRETA;CICLOMOTOR;0
AL;CHA PRETA;MICRO-ONIBUS;11
AL;CHA PRETA;MOTOCICLETA;867
AL;CHA PRETA;MOTONETA;20
AL;CHA PRETA;ONIBUS;10
AL;CHA PRETA;QUADRICICLO;0
AL;CHA PRETA;REBOQUE;18
AL;CHA PRETA;SEMI-REBOQUE;5
AL;CHA PRETA;SIDE-CAR;0
AL;CHA PRETA;OUTROS;0
AL;CHA PRETA;TRATOR ESTEI;0
AL;CHA PRETA;TRATOR RODAS;0
AL;CHA PRETA;TRICICLO;0
AL;CHA PRETA;UTILITARIO;2
AL;COITE DO NOIA;AUTOMOVEL;766
AL;COITE DO NOIA;BONDE;0
AL;COITE DO NOIA;CAMINHAO;86
AL;COITE DO NOIA;CAMINHAO TRATOR;4
AL;COITE DO NOIA;CAMINHONETE;167
AL;COITE DO NOIA;CAMIONETA;33
AL;COITE DO NOIA;CHASSI PLATAF;0
AL;COITE DO NOIA;CICLOMOTOR;2
AL;COITE DO NOIA;MICRO-ONIBUS;11
AL;COITE DO NOIA;MOTOCICLETA;1925
AL;COITE DO NOIA;MOTONETA;169
AL;COITE DO NOIA;ONIBUS;31
AL;COITE DO NOIA;QUADRICICLO;0
AL;COITE DO NOIA;REBOQUE;20
AL;COITE DO NOIA;SEMI-REBOQUE;6
AL;COITE DO NOIA;SIDE-CAR;0
AL;COITE DO NOIA;OUTROS;3
AL;COITE DO NOIA;TRATOR ESTEI;0
AL;COITE DO NOIA;TRATOR RODAS;0
AL;COITE DO NOIA;TRICICLO;4
AL;COITE DO NOIA;UTILITARIO;4
AL;COLONIA LEOPOLDINA;AUTOMOVEL;892
AL;COLONIA LEOPOLDINA;BONDE;0
AL;COLONIA LEOPOLDINA;CAMINHAO;113
AL;COLONIA LEOPOLDINA;CAMINHAO TRATOR;3
AL;COLONIA LEOPOLDINA;CAMINHONETE;165
AL;COLONIA LEOPOLDINA;CAMIONETA;74
AL;COLONIA LEOPOLDINA;CHASSI PLATAF;0
AL;COLONIA LEOPOLDINA;CICLOMOTOR;2
AL;COLONIA LEOPOLDINA;MICRO-ONIBUS;40
AL;COLONIA LEOPOLDINA;MOTOCICLETA;713
AL;COLONIA LEOPOLDINA;MOTONETA;51
AL;COLONIA LEOPOLDINA;ONIBUS;40
AL;COLONIA LEOPOLDINA;QUADRICICLO;0
AL;COLONIA LEOPOLDINA;REBOQUE;30
AL;COLONIA LEOPOLDINA;SEMI-REBOQUE;4
AL;COLONIA LEOPOLDINA;SIDE-CAR;0
AL;COLONIA LEOPOLDINA;OUTROS;3
AL;COLONIA LEOPOLDINA;TRATOR ESTEI;0
AL;COLONIA LEOPOLDINA;TRATOR RODAS;0
AL;COLONIA LEOPOLDINA;TRICICLO;0
AL;COLONIA LEOPOLDINA;UTILITARIO;6
AL;COQUEIRO SECO;AUTOMOVEL;518
AL;COQUEIRO SECO;BONDE;0
AL;COQUEIRO SECO;CAMINHAO;13
AL;COQUEIRO SECO;CAMINHAO TRATOR;0
AL;COQUEIRO SECO;CAMINHONETE;51
AL;COQUEIRO SECO;CAMIONETA;17
AL;COQUEIRO SECO;CHASSI PLATAF;0
AL;COQUEIRO SECO;CICLOMOTOR;47
AL;COQUEIRO SECO;MICRO-ONIBUS;2
AL;COQUEIRO SECO;MOTOCICLETA;561
AL;COQUEIRO SECO;MOTONETA;7
AL;COQUEIRO SECO;ONIBUS;9
AL;COQUEIRO SECO;QUADRICICLO;0
AL;COQUEIRO SECO;REBOQUE;21
AL;COQUEIRO SECO;SEMI-REBOQUE;5
AL;COQUEIRO SECO;SIDE-CAR;0
AL;COQUEIRO SECO;OUTROS;2
AL;COQUEIRO SECO;TRATOR ESTEI;0
AL;COQUEIRO SECO;TRATOR RODAS;0
AL;COQUEIRO SECO;TRICICLO;0
AL;COQUEIRO SECO;UTILITARIO;1
AL;CORURIPE;AUTOMOVEL;4741
AL;CORURIPE;BONDE;0
AL;CORURIPE;CAMINHAO;375
AL;CORURIPE;CAMINHAO TRATOR;40
AL;CORURIPE;CAMINHONETE;1077
AL;CORURIPE;CAMIONETA;200
AL;CORURIPE;CHASSI PLATAF;0
AL;CORURIPE;CICLOMOTOR;130
AL;CORURIPE;MICRO-ONIBUS;90
AL;CORURIPE;MOTOCICLETA;6129
AL;CORURIPE;MOTONETA;1601
AL;CORURIPE;ONIBUS;255
AL;CORURIPE;QUADRICICLO;0
AL;CORURIPE;REBOQUE;519
AL;CORURIPE;SEMI-REBOQUE;193
AL;CORURIPE;SIDE-CAR;0
AL;CORURIPE;OUTROS;62
AL;CORURIPE;TRATOR ESTEI;0
AL;CORURIPE;TRATOR RODAS;1
AL;CORURIPE;TRICICLO;1
AL;CORURIPE;UTILITARIO;92
AL;CRAIBAS;AUTOMOVEL;2078
AL;CRAIBAS;BONDE;0
AL;CRAIBAS;CAMINHAO;220
AL;CRAIBAS;CAMINHAO TRATOR;18
AL;CRAIBAS;CAMINHONETE;530
AL;CRAIBAS;CAMIONETA;80
AL;CRAIBAS;CHASSI PLATAF;0
AL;CRAIBAS;CICLOMOTOR;26
AL;CRAIBAS;MICRO-ONIBUS;43
AL;CRAIBAS;MOTOCICLETA;3287
AL;CRAIBAS;MOTONETA;575
AL;CRAIBAS;ONIBUS;42
AL;CRAIBAS;QUADRICICLO;0
AL;CRAIBAS;REBOQUE;63
AL;CRAIBAS;SEMI-REBOQUE;33
AL;CRAIBAS;SIDE-CAR;0
AL;CRAIBAS;OUTROS;13
AL;CRAIBAS;TRATOR ESTEI;0
AL;CRAIBAS;TRATOR RODAS;1
AL;CRAIBAS;TRICICLO;0
AL;CRAIBAS;UTILITARIO;23
AL;DELMIRO GOUVEIA;AUTOMOVEL;8649
AL;DELMIRO GOUVEIA;BONDE;0
AL;DELMIRO GOUVEIA;CAMINHAO;932
AL;DELMIRO GOUVEIA;CAMINHAO TRATOR;47
AL;DELMIRO GOUVEIA;CAMINHONETE;1957
AL;DELMIRO GOUVEIA;CAMIONETA;352
AL;DELMIRO GOUVEIA;CHASSI PLATAF;1
AL;DELMIRO GOUVEIA;CICLOMOTOR;342
AL;DELMIRO GOUVEIA;MICRO-ONIBUS;485
AL;DELMIRO GOUVEIA;MOTOCICLETA;9179
AL;DELMIRO GOUVEIA;MOTONETA;1553
AL;DELMIRO GOUVEIA;ONIBUS;142
AL;DELMIRO GOUVEIA;QUADRICICLO;0
AL;DELMIRO GOUVEIA;REBOQUE;225
AL;DELMIRO GOUVEIA;SEMI-REBOQUE;110
AL;DELMIRO GOUVEIA;SIDE-CAR;0
AL;DELMIRO GOUVEIA;OUTROS;51
AL;DELMIRO GOUVEIA;TRATOR ESTEI;0
AL;DELMIRO GOUVEIA;TRATOR RODAS;0
AL;DELMIRO GOUVEIA;TRICICLO;12
AL;DELMIRO GOUVEIA;UTILITARIO;82
AL;DOIS RIACHOS;AUTOMOVEL;758
AL;DOIS RIACHOS;BONDE;0
AL;DOIS RIACHOS;CAMINHAO;99
AL;DOIS RIACHOS;CAMINHAO TRATOR;5
AL;DOIS RIACHOS;CAMINHONETE;180
AL;DOIS RIACHOS;CAMIONETA;53
AL;DOIS RIACHOS;CHASSI PLATAF;0
AL;DOIS RIACHOS;CICLOMOTOR;1
AL;DOIS RIACHOS;MICRO-ONIBUS;18
AL;DOIS RIACHOS;MOTOCICLETA;1906
AL;DOIS RIACHOS;MOTONETA;91
AL;DOIS RIACHOS;ONIBUS;14
AL;DOIS RIACHOS;QUADRICICLO;0
AL;DOIS RIACHOS;REBOQUE;50
AL;DOIS RIACHOS;SEMI-REBOQUE;25
AL;DOIS RIACHOS;SIDE-CAR;1
AL;DOIS RIACHOS;OUTROS;14
AL;DOIS RIACHOS;TRATOR ESTEI;0
AL;DOIS RIACHOS;TRATOR RODAS;5
AL;DOIS RIACHOS;TRICICLO;0
AL;DOIS RIACHOS;UTILITARIO;4
AL;ESTRELA DE ALAGOAS;AUTOMOVEL;1139
AL;ESTRELA DE ALAGOAS;BONDE;0
AL;ESTRELA DE ALAGOAS;CAMINHAO;63
AL;ESTRELA DE ALAGOAS;CAMINHAO TRATOR;1
AL;ESTRELA DE ALAGOAS;CAMINHONETE;277
AL;ESTRELA DE ALAGOAS;CAMIONETA;29
AL;ESTRELA DE ALAGOAS;CHASSI PLATAF;0
AL;ESTRELA DE ALAGOAS;CICLOMOTOR;7
AL;ESTRELA DE ALAGOAS;MICRO-ONIBUS;87
AL;ESTRELA DE ALAGOAS;MOTOCICLETA;2046
AL;ESTRELA DE ALAGOAS;MOTONETA;106
AL;ESTRELA DE ALAGOAS;ONIBUS;29
AL;ESTRELA DE ALAGOAS;QUADRICICLO;0
AL;ESTRELA DE ALAGOAS;REBOQUE;54
AL;ESTRELA DE ALAGOAS;SEMI-REBOQUE;13
AL;ESTRELA DE ALAGOAS;SIDE-CAR;0
AL;ESTRELA DE ALAGOAS;OUTROS;7
AL;ESTRELA DE ALAGOAS;TRATOR ESTEI;0
AL;ESTRELA DE ALAGOAS;TRATOR RODAS;0
AL;ESTRELA DE ALAGOAS;TRICICLO;0
AL;ESTRELA DE ALAGOAS;UTILITARIO;7
AL;FEIRA GRANDE;AUTOMOVEL;1158
AL;FEIRA GRANDE;BONDE;0
AL;FEIRA GRANDE;CAMINHAO;99
AL;FEIRA GRANDE;CAMINHAO TRATOR;9
AL;FEIRA GRANDE;CAMINHONETE;442
AL;FEIRA GRANDE;CAMIONETA;44
AL;FEIRA GRANDE;CHASSI PLATAF;0
AL;FEIRA GRANDE;CICLOMOTOR;7
AL;FEIRA GRANDE;MICRO-ONIBUS;8
AL;FEIRA GRANDE;MOTOCICLETA;3011
AL;FEIRA GRANDE;MOTONETA;595
AL;FEIRA GRANDE;ONIBUS;54
AL;FEIRA GRANDE;QUADRICICLO;0
AL;FEIRA GRANDE;REBOQUE;23
AL;FEIRA GRANDE;SEMI-REBOQUE;13
AL;FEIRA GRANDE;SIDE-CAR;1
AL;FEIRA GRANDE;OUTROS;8
AL;FEIRA GRANDE;TRATOR ESTEI;0
AL;FEIRA GRANDE;TRATOR RODAS;0
AL;FEIRA GRANDE;TRICICLO;0
AL;FEIRA GRANDE;UTILITARIO;11
AL;FELIZ DESERTO;AUTOMOVEL;279
AL;FELIZ DESERTO;BONDE;0
AL;FELIZ DESERTO;CAMINHAO;15
AL;FELIZ DESERTO;CAMINHAO TRATOR;0
AL;FELIZ DESERTO;CAMINHONETE;60
AL;FELIZ DESERTO;CAMIONETA;8
AL;FELIZ DESERTO;CHASSI PLATAF;0
AL;FELIZ DESERTO;CICLOMOTOR;6
AL;FELIZ DESERTO;MICRO-ONIBUS;4
AL;FELIZ DESERTO;MOTOCICLETA;285
AL;FELIZ DESERTO;MOTONETA;37
AL;FELIZ DESERTO;ONIBUS;8
AL;FELIZ DESERTO;QUADRICICLO;0
AL;FELIZ DESERTO;REBOQUE;17
AL;FELIZ DESERTO;SEMI-REBOQUE;7
AL;FELIZ DESERTO;SIDE-CAR;0
AL;FELIZ DESERTO;OUTROS;5
AL;FELIZ DESERTO;TRATOR ESTEI;0
AL;FELIZ DESERTO;TRATOR RODAS;0
AL;FELIZ DESERTO;TRICICLO;0
AL;FELIZ DESERTO;UTILITARIO;5
AL;FLEXEIRAS;AUTOMOVEL;768
AL;FLEXEIRAS;BONDE;0
AL;FLEXEIRAS;CAMINHAO;38
AL;FLEXEIRAS;CAMINHAO TRATOR;0
AL;FLEXEIRAS;CAMINHONETE;111
AL;FLEXEIRAS;CAMIONETA;34
AL;FLEXEIRAS;CHASSI PLATAF;0
AL;FLEXEIRAS;CICLOMOTOR;2
AL;FLEXEIRAS;MICRO-ONIBUS;21
AL;FLEXEIRAS;MOTOCICLETA;635
AL;FLEXEIRAS;MOTONETA;32
AL;FLEXEIRAS;ONIBUS;52
AL;FLEXEIRAS;QUADRICICLO;0
AL;FLEXEIRAS;REBOQUE;43
AL;FLEXEIRAS;SEMI-REBOQUE;18
AL;FLEXEIRAS;SIDE-CAR;0
AL;FLEXEIRAS;OUTROS;4
AL;FLEXEIRAS;TRATOR ESTEI;0
AL;FLEXEIRAS;TRATOR RODAS;0
AL;FLEXEIRAS;TRICICLO;1
AL;FLEXEIRAS;UTILITARIO;7
AL;GIRAU DO PONCIANO;AUTOMOVEL;3053
AL;GIRAU DO PONCIANO;BONDE;0
AL;GIRAU DO PONCIANO;CAMINHAO;215
AL;GIRAU DO PONCIANO;CAMINHAO TRATOR;4
AL;GIRAU DO PONCIANO;CAMINHONETE;582
AL;GIRAU DO PONCIANO;CAMIONETA;111
AL;GIRAU DO PONCIANO;CHASSI PLATAF;0
AL;GIRAU DO PONCIANO;CICLOMOTOR;11
AL;GIRAU DO PONCIANO;MICRO-ONIBUS;83
AL;GIRAU DO PONCIANO;MOTOCICLETA;5364
AL;GIRAU DO PONCIANO;MOTONETA;657
AL;GIRAU DO PONCIANO;ONIBUS;109
AL;GIRAU DO PONCIANO;QUADRICICLO;0
AL;GIRAU DO PONCIANO;REBOQUE;64
AL;GIRAU DO PONCIANO;SEMI-REBOQUE;16
AL;GIRAU DO PONCIANO;SIDE-CAR;0
AL;GIRAU DO PONCIANO;OUTROS;18
AL;GIRAU DO PONCIANO;TRATOR ESTEI;0
AL;GIRAU DO PONCIANO;TRATOR RODAS;0
AL;GIRAU DO PONCIANO;TRICICLO;1
AL;GIRAU DO PONCIANO;UTILITARIO;17
AL;IBATEGUARA;AUTOMOVEL;822
AL;IBATEGUARA;BONDE;0
AL;IBATEGUARA;CAMINHAO;65
AL;IBATEGUARA;CAMINHAO TRATOR;2
AL;IBATEGUARA;CAMINHONETE;187
AL;IBATEGUARA;CAMIONETA;44
AL;IBATEGUARA;CHASSI PLATAF;0
AL;IBATEGUARA;CICLOMOTOR;2
AL;IBATEGUARA;MICRO-ONIBUS;71
AL;IBATEGUARA;MOTOCICLETA;1213
AL;IBATEGUARA;MOTONETA;117
AL;IBATEGUARA;ONIBUS;30
AL;IBATEGUARA;QUADRICICLO;0
AL;IBATEGUARA;REBOQUE;32
AL;IBATEGUARA;SEMI-REBOQUE;5
AL;IBATEGUARA;SIDE-CAR;0
AL;IBATEGUARA;OUTROS;6
AL;IBATEGUARA;TRATOR ESTEI;0
